case,seed,method,status,truth,estimate,pilotCalls,productionCalls,componentCalls,seconds
two_tail,95015,weighted,Fitted,6.334248366623984E-5,6.242581508079366E-5,3000,9000,3996,0.0069382
two_tail,95016,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029901
two_tail,95016,single,Fitted,6.334248366623984E-5,6.168850193010635E-5,2000,10000,0,0.0044382
two_tail,95016,weighted,Fitted,6.334248366623984E-5,6.35967512958159E-5,3000,9000,3880,0.0067826
two_tail,95016,supplied,Completed,6.334248366623984E-5,6.441156250909141E-5,0,12000,0,0.0059593
two_tail,95017,single,Fitted,6.334248366623984E-5,6.221935595587584E-5,2000,10000,0,0.0046716
two_tail,95017,weighted,Fitted,6.334248366623984E-5,6.232186969738436E-5,3000,9000,4216,0.0069762
two_tail,95017,supplied,Completed,6.334248366623984E-5,6.231198277719358E-5,0,12000,0,0.005721
two_tail,95017,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029387
two_tail,95018,weighted,Fitted,6.334248366623984E-5,6.341056692333517E-5,3000,9000,3864,0.0067888
two_tail,95018,supplied,Completed,6.334248366623984E-5,6.40978308888941E-5,0,12000,0,0.0057415
two_tail,95018,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0028483
two_tail,95018,single,Fitted,6.334248366623984E-5,6.385852698305151E-5,2000,10000,0,0.0043258
two_tail,95019,supplied,Completed,6.334248366623984E-5,6.38739043388114E-5,0,12000,0,0.0059279
two_tail,95019,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0028774
two_tail,95019,single,Fitted,6.334248366623984E-5,6.02265341828884E-5,2000,10000,0,0.0043529
two_tail,95019,weighted,Fitted,6.334248366623984E-5,6.312368325758321E-5,3000,9000,4152,0.0078041
two_tail,95020,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0029095
two_tail,95020,single,Fitted,6.334248366623984E-5,6.367198582696538E-5,2000,10000,0,0.0045135
two_tail,95020,weighted,Fitted,6.334248366623984E-5,6.414222795802028E-5,3000,9000,3832,0.0067885
two_tail,95020,supplied,Completed,6.334248366623984E-5,6.355233173623979E-5,0,12000,0,0.0060143
two_tail,95021,single,Fitted,6.334248366623984E-5,6.095675023943332E-5,2000,10000,0,0.0048017
two_tail,95021,weighted,Fitted,6.334248366623984E-5,6.207128966878478E-5,3000,9000,3868,0.0069755
two_tail,95021,supplied,Completed,6.334248366623984E-5,6.468587117985942E-5,0,12000,0,0.0057156
two_tail,95021,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0029185
two_tail,95022,weighted,Fitted,6.334248366623984E-5,6.590901533219749E-5,3000,9000,3672,0.0069726
two_tail,95022,supplied,Completed,6.334248366623984E-5,6.399554037637707E-5,0,12000,0,0.0058471
two_tail,95022,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.002881
two_tail,95022,single,Fitted,6.334248366623984E-5,6.400692279557834E-5,2000,10000,0,0.0043424
two_tail,95023,supplied,Completed,6.334248366623984E-5,6.406285875456408E-5,0,12000,0,0.0059143
two_tail,95023,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0028382
two_tail,95023,single,Fitted,6.334248366623984E-5,6.430315130811095E-5,3000,9000,0,0.0044567
two_tail,95023,weighted,Fitted,6.334248366623984E-5,6.363770531701188E-5,3000,9000,3924,0.0074132
two_tail,95024,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0029361
two_tail,95024,single,Fitted,6.334248366623984E-5,6.559657068921351E-5,2000,10000,0,0.0048083
two_tail,95024,weighted,Fitted,6.334248366623984E-5,6.436494244680789E-5,3000,9000,3928,0.0070203
two_tail,95024,supplied,Completed,6.334248366623984E-5,6.440741859014926E-5,0,12000,0,0.0059082
two_tail,95025,single,Fitted,6.334248366623984E-5,6.008158415963931E-5,2000,10000,0,0.0045916
two_tail,95025,weighted,Fitted,6.334248366623984E-5,6.333580192417657E-5,3000,9000,3904,0.0070521
two_tail,95025,supplied,Completed,6.334248366623984E-5,6.357697534332755E-5,0,12000,0,0.0058451
two_tail,95025,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0028905
two_tail,95026,weighted,Fitted,6.334248366623984E-5,6.390704533306466E-5,3000,9000,4060,0.0070255
two_tail,95026,supplied,Completed,6.334248366623984E-5,6.4701977737671E-5,0,12000,0,0.0059326
two_tail,95026,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0029157
two_tail,95026,single,Fitted,6.334248366623984E-5,6.324743853258468E-5,2000,10000,0,0.0044811
two_tail,95027,supplied,Completed,6.334248366623984E-5,6.20832387621172E-5,0,12000,0,0.0059699
two_tail,95027,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0031255
two_tail,95027,single,Fitted,6.334248366623984E-5,6.079223254843383E-5,2000,10000,0,0.0046991
two_tail,95027,weighted,Fitted,6.334248366623984E-5,6.322381604579778E-5,3000,9000,3972,0.0074895
two_tail,95028,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.004002
two_tail,95028,single,Fitted,6.334248366623984E-5,5.677948707098346E-5,2000,10000,0,0.0049317
two_tail,95028,weighted,Fitted,6.334248366623984E-5,6.254744376054798E-5,3000,9000,4384,0.0073411
two_tail,95028,supplied,Completed,6.334248366623984E-5,6.288170052337516E-5,0,12000,0,0.0059586
two_tail,95029,single,Fitted,6.334248366623984E-5,6.238435374232949E-5,2000,10000,0,0.004739
two_tail,95029,weighted,Fitted,6.334248366623984E-5,6.43039520673512E-5,3000,9000,3936,0.0069798
two_tail,95029,supplied,Completed,6.334248366623984E-5,6.430557790398889E-5,0,12000,0,0.0059378
two_tail,95029,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.002946
