case,seed,method,status,truth,estimate,pilotCalls,productionCalls,componentCalls,seconds
two_tail,95015,single,Fitted,6.334248366623984E-5,6.816274480711109E-5,2000,10000,0,0.0047072
two_tail,95015,weighted,Fitted,6.334248366623984E-5,6.242581508079366E-5,3000,9000,3996,0.0067078
two_tail,95016,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0033823
two_tail,95016,single,Fitted,6.334248366623984E-5,6.168850193010635E-5,2000,10000,0,0.0045383
two_tail,95016,weighted,Fitted,6.334248366623984E-5,6.35967512958159E-5,3000,9000,3880,0.0067573
two_tail,95016,supplied,Completed,6.334248366623984E-5,6.441156250909141E-5,0,12000,0,0.0059369
two_tail,95017,single,Fitted,6.334248366623984E-5,6.221935595587584E-5,2000,10000,0,0.0045813
two_tail,95017,weighted,Fitted,6.334248366623984E-5,6.232186969738436E-5,3000,9000,4216,0.0067655
two_tail,95017,supplied,Completed,6.334248366623984E-5,6.231198277719358E-5,0,12000,0,0.0058059
two_tail,95017,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029137
two_tail,95018,weighted,Fitted,6.334248366623984E-5,6.341056692333517E-5,3000,9000,3864,0.0067005
two_tail,95018,supplied,Completed,6.334248366623984E-5,6.40978308888941E-5,0,12000,0,0.0058959
two_tail,95018,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0028921
two_tail,95018,single,Fitted,6.334248366623984E-5,6.385852698305151E-5,2000,10000,0,0.0046046
two_tail,95019,supplied,Completed,6.334248366623984E-5,6.38739043388114E-5,0,12000,0,0.0057632
two_tail,95019,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0030022
two_tail,95019,single,Fitted,6.334248366623984E-5,6.02265341828884E-5,2000,10000,0,0.0053215
two_tail,95019,weighted,Fitted,6.334248366623984E-5,6.312368325758321E-5,3000,9000,4152,0.006865
two_tail,95020,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0030706
two_tail,95020,single,Fitted,6.334248366623984E-5,6.367198582696538E-5,2000,10000,0,0.0045678
two_tail,95020,weighted,Fitted,6.334248366623984E-5,6.414222795802028E-5,3000,9000,3832,0.0066893
two_tail,95020,supplied,Completed,6.334248366623984E-5,6.355233173623979E-5,0,12000,0,0.0058424
two_tail,95021,single,Fitted,6.334248366623984E-5,6.095675023943332E-5,2000,10000,0,0.0045261
two_tail,95021,weighted,Fitted,6.334248366623984E-5,6.207128966878478E-5,3000,9000,3868,0.007309
two_tail,95021,supplied,Completed,6.334248366623984E-5,6.468587117985942E-5,0,12000,0,0.0060158
two_tail,95021,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0028149
two_tail,95022,weighted,Fitted,6.334248366623984E-5,6.590901533219749E-5,3000,9000,3672,0.0071414
two_tail,95022,supplied,Completed,6.334248366623984E-5,6.399554037637707E-5,0,12000,0,0.0057402
two_tail,95022,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0029285
two_tail,95022,single,Fitted,6.334248366623984E-5,6.400692279557834E-5,2000,10000,0,0.0045743
two_tail,95023,supplied,Completed,6.334248366623984E-5,6.406285875456408E-5,0,12000,0,0.0056789
two_tail,95023,prior,Completed,6.334248366623984E-5,8.333333333333338E-5,0,12000,0,0.0031527
two_tail,95023,single,Fitted,6.334248366623984E-5,6.430315130811095E-5,3000,9000,0,0.0050062
two_tail,95023,weighted,Fitted,6.334248366623984E-5,6.363770531701188E-5,3000,9000,3924,0.0076351
two_tail,95024,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0028323
two_tail,95024,single,Fitted,6.334248366623984E-5,6.559657068921351E-5,2000,10000,0,0.0049115
two_tail,95024,weighted,Fitted,6.334248366623984E-5,6.436494244680789E-5,3000,9000,3928,0.0069257
two_tail,95024,supplied,Completed,6.334248366623984E-5,6.440741859014926E-5,0,12000,0,0.0068983
two_tail,95025,single,Fitted,6.334248366623984E-5,6.008158415963931E-5,2000,10000,0,0.0048105
two_tail,95025,weighted,Fitted,6.334248366623984E-5,6.333580192417657E-5,3000,9000,3904,0.006935
two_tail,95025,supplied,Completed,6.334248366623984E-5,6.357697534332755E-5,0,12000,0,0.0064808
two_tail,95025,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0029765
two_tail,95026,weighted,Fitted,6.334248366623984E-5,6.390704533306466E-5,3000,9000,4060,0.006918
two_tail,95026,supplied,Completed,6.334248366623984E-5,6.4701977737671E-5,0,12000,0,0.0064814
two_tail,95026,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0029843
two_tail,95026,single,Fitted,6.334248366623984E-5,6.324743853258468E-5,2000,10000,0,0.004697
two_tail,95027,supplied,Completed,6.334248366623984E-5,6.20832387621172E-5,0,12000,0,0.0064147
two_tail,95027,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0032029
two_tail,95027,single,Fitted,6.334248366623984E-5,6.079223254843383E-5,2000,10000,0,0.004798
two_tail,95027,weighted,Fitted,6.334248366623984E-5,6.322381604579778E-5,3000,9000,3972,0.0071067
two_tail,95028,prior,Completed,6.334248366623984E-5,1.666666666666668E-4,0,12000,0,0.0031673
two_tail,95028,single,Fitted,6.334248366623984E-5,5.677948707098346E-5,2000,10000,0,0.0056452
two_tail,95028,weighted,Fitted,6.334248366623984E-5,6.254744376054798E-5,3000,9000,4384,0.0070132
two_tail,95028,supplied,Completed,6.334248366623984E-5,6.288170052337516E-5,0,12000,0,0.0062679
two_tail,95029,single,Fitted,6.334248366623984E-5,6.238435374232949E-5,2000,10000,0,0.0047749
two_tail,95029,weighted,Fitted,6.334248366623984E-5,6.43039520673512E-5,3000,9000,3936,0.0070538
two_tail,95029,supplied,Completed,6.334248366623984E-5,6.430557790398889E-5,0,12000,0,0.0058051
two_tail,95029,prior,Completed,6.334248366623984E-5,0.0,0,12000,0,0.0030849
